dataset	subject	session	run	method	image	mask	nominal_kernel_fwhm_mm	susan_spatial_sigma_mm	susan_masked_median	susan_brightness_threshold	fsl_version	classic_fwhm_x	classic_fwhm_y	classic_fwhm_z	classic_fwhm_combined	acf_a	acf_b	acf_c	acf_effective_fwhm	afni_version
rf1	10770	01	2	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-10770/ses-01/func/sub-10770_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10770/ses-01/func/sub-10770_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.72726	5.71224	5.69466	5.71137	0.67259	3.3514	7.8041	8.37894	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10770	01	2	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-10770/ses-01/func/sub-10770_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10770/ses-01/func/sub-10770_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	8778.067383 	6583.55053725	6.0.7.18	7.05583	7.20271	6.77283	7.00817	0.731449	4.12488	10.5895	10.3093	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10777	01	1	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10777/ses-01/func/sub-10777_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10777/ses-01/func/sub-10777_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						2.96956	3.23659	3.16081	3.12027	0.952455	1.82135	14.2222	4.19877	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10777	01	1	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-10777/ses-01/func/sub-10777_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10777/ses-01/func/sub-10777_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.72917	5.75747	5.76828	5.75162	0.647447	3.21724	9.55164	8.46174	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10777	01	1	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-10777/ses-01/func/sub-10777_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10777/ses-01/func/sub-10777_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	7218.424805 	5413.81860375	6.0.7.18	7.13325	7.32431	7.0426	7.16576	0.68323	4.05694	13.0039	10.6315	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10777	01	2	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10777/ses-01/func/sub-10777_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10777/ses-01/func/sub-10777_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.00787	3.27631	3.21613	3.16465	0.940381	1.83093	14.5441	4.26382	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10777	01	2	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-10777/ses-01/func/sub-10777_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10777/ses-01/func/sub-10777_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.91321	5.91543	5.91978	5.91614	0.637498	3.24782	11.1655	8.80339	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10777	01	2	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-10777/ses-01/func/sub-10777_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10777/ses-01/func/sub-10777_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	7325.376953 	5494.03271475	6.0.7.18	7.35683	7.56885	7.26976	7.39742	0.635574	4.10933	13.959	11.1074	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10781	01	1	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10781/ses-01/func/sub-10781_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10781/ses-01/func/sub-10781_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						2.79075	3.18048	3.23647	3.06263	0.964073	1.8179	13.1674	4.15015	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10781	01	1	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-10781/ses-01/func/sub-10781_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10781/ses-01/func/sub-10781_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.79081	5.814	5.79156	5.79878	0.713628	3.28593	10.5227	8.51937	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10781	01	1	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-10781/ses-01/func/sub-10781_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10781/ses-01/func/sub-10781_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	7327.230957 	5495.42321775	6.0.7.18	6.81731	7.0847	6.87275	6.92396	0.740402	3.96195	13.9641	10.2576	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10781	01	2	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10781/ses-01/func/sub-10781_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10781/ses-01/func/sub-10781_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						2.80077	3.20398	3.18861	3.0586	0.952017	1.79567	13.2972	4.13264	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10781	01	2	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-10781/ses-01/func/sub-10781_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10781/ses-01/func/sub-10781_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.93544	5.95147	5.9243	5.93706	0.672313	3.31769	11.0055	8.79681	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10781	01	2	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-10781/ses-01/func/sub-10781_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10781/ses-01/func/sub-10781_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	7341.665039 	5506.24877925	6.0.7.18	6.9652	7.23251	6.99538	7.06336	0.690278	3.99073	14.0156	10.5619	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10783	01	1	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10783/ses-01/func/sub-10783_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10783/ses-01/func/sub-10783_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.24519	3.52217	3.2908	3.35056	0.940581	1.95387	16.9431	4.60083	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10783	01	1	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-10783/ses-01/func/sub-10783_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10783/ses-01/func/sub-10783_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.83221	5.83899	5.77016	5.8137	0.664533	3.24577	11.4602	8.72043	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10783	01	1	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-10783/ses-01/func/sub-10783_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10783/ses-01/func/sub-10783_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	6727.887695 	5045.91577125	6.0.7.18	7.54285	7.78451	6.95443	7.41896	0.644287	4.19564	14.2249	11.2906	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10783	01	2	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10783/ses-01/func/sub-10783_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10783/ses-01/func/sub-10783_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.32332	3.57589	3.36144	3.41844	0.927351	1.97648	17.5786	4.71628	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10783	01	2	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-10783/ses-01/func/sub-10783_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10783/ses-01/func/sub-10783_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.66502	5.68192	5.57663	5.641	0.632037	3.10592	10.4683	8.40923	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10783	01	2	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-10783/ses-01/func/sub-10783_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10783/ses-01/func/sub-10783_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	6667.844727 	5000.88354525	6.0.7.18	7.65779	7.88861	7.09577	7.53994	0.608249	4.24635	13.9188	11.5528	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10785	01	1	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.19321	3.52552	3.52175	3.40986	0.954481	1.99847	16.6448	4.67449	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10785	01	1	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.92297	5.90117	5.88381	5.90263	0.677499	3.37244	9.57038	8.70826	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10785	01	1	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	7458.504883 	5593.87866225	6.0.7.18	7.33815	7.48155	7.1235	7.31291	0.699221	4.19856	12.5959	10.8314	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10785	01	2	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.19146	3.49804	3.45344	3.37823	0.958269	1.98071	16.5171	4.61053	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10785	01	2	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.80547	5.79105	5.77218	5.78955	0.692087	3.28538	9.85664	8.51103	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10785	01	2	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	7444.309570 	5583.2321775	6.0.7.18	7.21996	7.38099	7.02935	7.20867	0.701538	4.13837	12.5689	10.6847	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10794	01	1	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10794/ses-01/func/sub-10794_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10794/ses-01/func/sub-10794_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						2.95991	3.22513	3.19301	3.12374	0.971032	1.85093	14.1454	4.21439	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10794	01	1	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-10794/ses-01/func/sub-10794_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10794/ses-01/func/sub-10794_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.91038	5.91006	5.93158	5.91733	0.684594	3.45499	8.57018	8.7095	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10794	01	1	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-10794/ses-01/func/sub-10794_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10794/ses-01/func/sub-10794_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	7403.228516 	5552.421387	6.0.7.18	6.92427	7.15596	6.90845	6.99532	0.724164	4.09978	10.7967	10.3017	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10794	01	2	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10794/ses-01/func/sub-10794_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10794/ses-01/func/sub-10794_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						2.91538	3.23893	3.22916	3.12413	0.96814	1.85021	13.9861	4.22131	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10794	01	2	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-10794/ses-01/func/sub-10794_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10794/ses-01/func/sub-10794_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.91629	5.92127	5.93595	5.9245	0.679001	3.42086	9.03278	8.72622	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10794	01	2	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-10794/ses-01/func/sub-10794_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10794/ses-01/func/sub-10794_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	7476.442383 	5607.33178725	6.0.7.18	6.98122	7.23565	6.97836	7.06405	0.711101	4.11433	11.2903	10.4373	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10800	01	1	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10800/ses-01/func/sub-10800_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10800/ses-01/func/sub-10800_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.25126	3.66004	3.55968	3.48591	0.95612	2.05277	17.5812	4.82742	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10800	01	1	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-10800/ses-01/func/sub-10800_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10800/ses-01/func/sub-10800_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.82021	5.80158	5.78282	5.80151	0.703448	3.31229	9.79108	8.52723	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10800	01	1	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-10800/ses-01/func/sub-10800_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10800/ses-01/func/sub-10800_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	7861.096191 	5895.82214325	6.0.7.18	7.37113	7.6204	6.9691	7.31526	0.714269	4.2241	12.7526	10.8476	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10800	01	2	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10800/ses-01/func/sub-10800_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10800/ses-01/func/sub-10800_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.36478	3.71809	3.48151	3.51843	0.94432	2.04471	18.4025	4.85123	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10800	01	2	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-10800/ses-01/func/sub-10800_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10800/ses-01/func/sub-10800_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.80936	5.83232	5.7684	5.8033	0.669805	3.24513	10.1345	8.53242	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10800	01	2	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-10800/ses-01/func/sub-10800_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10800/ses-01/func/sub-10800_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	7826.157227 	5869.61792025	6.0.7.18	7.56806	7.89224	7.08616	7.50813	0.660472	4.25171	12.8212	11.1417	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10801	01	1	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10801/ses-01/func/sub-10801_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10801/ses-01/func/sub-10801_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.41217	3.68188	3.75132	3.61211	0.957002	2.11995	18.588	5.02661	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	10801	01	1	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-10801/ses-01/func/sub-10801_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-10801/ses-01/func/sub-10801_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.79644	5.81301	5.79201	5.80048	0.732431	3.27225	11.137	8.4821	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
