dataset	subject	session	run	input_bold	input_mask	output_bold	target_fwhm_mm	classic_fwhm_x	classic_fwhm_y	classic_fwhm_z	classic_fwhm_combined	acf_a	acf_b	acf_c	acf_effective_fwhm	afni_version
ds003745	125		02	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-125/func/sub-125_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-125/func/sub-125_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-125/func/sub-125_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.78643	5.76401	5.7819	5.77744	0.621521	3.0944	11.9764	8.63475	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	126		01	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-126/func/sub-126_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-126/func/sub-126_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-126/func/sub-126_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.98158	5.9498	5.67145	5.86594	0.569756	2.94147	13.8429	8.81213	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	126		02	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-126/func/sub-126_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-126/func/sub-126_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-126/func/sub-126_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.97947	5.96931	5.72465	5.88996	0.546513	2.99644	12.4477	8.89944	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	127		01	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-127/func/sub-127_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-127/func/sub-127_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-127/func/sub-127_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.78184	5.72957	5.69957	5.73689	0.558822	2.87078	13.9173	8.72747	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	127		02	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-127/func/sub-127_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-127/func/sub-127_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-127/func/sub-127_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.73193	5.73595	5.73218	5.73335	0.564962	2.90108	13.5622	8.71266	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	128		01	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-128/func/sub-128_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-128/func/sub-128_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-128/func/sub-128_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.67654	5.63358	5.64877	5.65293	0.60236	2.96015	14.0533	8.66475	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	128		02	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-128/func/sub-128_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-128/func/sub-128_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-128/func/sub-128_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.70964	5.70506	5.67561	5.69675	0.586848	2.9548	13.8902	8.73495	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	129		01	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-129/func/sub-129_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-129/func/sub-129_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-129/func/sub-129_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.80959	5.78039	5.61978	5.73597	0.567748	2.96995	13.293	8.82318	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	129		02	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-129/func/sub-129_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-129/func/sub-129_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-129/func/sub-129_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.81457	5.73758	5.50108	5.68283	0.592607	2.98237	13.6388	8.7351	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	130		01	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-130/func/sub-130_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-130/func/sub-130_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-130/func/sub-130_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.79207	5.74882	5.62878	5.7228	0.62827	2.99816	12.9144	8.48033	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	130		02	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-130/func/sub-130_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-130/func/sub-130_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-130/func/sub-130_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.89282	5.83008	5.73416	5.81865	0.615671	3.03054	13.5611	8.70013	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	131		01	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-131/func/sub-131_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-131/func/sub-131_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-131/func/sub-131_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.82304	5.70702	5.74999	5.75982	0.609721	3.04678	12.5112	8.65236	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	131		02	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-131/func/sub-131_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-131/func/sub-131_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-131/func/sub-131_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.90348	5.75798	5.81931	5.82662	0.599835	3.07861	12.8027	8.81835	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	132		01	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-132/func/sub-132_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-132/func/sub-132_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-132/func/sub-132_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.89697	5.8875	5.89939	5.89461	0.639594	3.12554	14.457	8.87358	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	132		02	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-132/func/sub-132_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-132/func/sub-132_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-132/func/sub-132_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.81011	5.80195	5.79981	5.80395	0.627926	3.05164	13.7852	8.70146	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	133		01	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-133/func/sub-133_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-133/func/sub-133_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-133/func/sub-133_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.73097	5.72916	5.72277	5.72763	0.608862	3.02249	12.5153	8.60036	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	133		02	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-133/func/sub-133_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-133/func/sub-133_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-133/func/sub-133_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.70132	5.67213	5.70748	5.69362	0.631887	3.02259	12.9598	8.52412	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	134		01	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-134/func/sub-134_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-134/func/sub-134_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-134/func/sub-134_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.72458	5.69459	5.61182	5.6768	0.595323	3.03055	11.8765	8.60953	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	134		02	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-134/func/sub-134_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-134/func/sub-134_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-134/func/sub-134_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.7494	5.73313	5.6279	5.70322	0.595938	3.00843	12.3302	8.6159	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	135		01	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-135/func/sub-135_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-135/func/sub-135_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-135/func/sub-135_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.87893	5.86669	5.70049	5.8148	0.585721	3.03342	12.7652	8.79051	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	135		02	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-135/func/sub-135_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-135/func/sub-135_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-135/func/sub-135_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.82823	5.76893	5.58289	5.72572	0.551364	2.9758	11.6315	8.6907	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	136		01	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-136/func/sub-136_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-136/func/sub-136_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-136/func/sub-136_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.85691	5.80844	5.81899	5.82808	0.610731	3.07679	12.3504	8.69704	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	136		02	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-136/func/sub-136_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-136/func/sub-136_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-136/func/sub-136_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.77493	5.74195	5.77093	5.76258	0.595414	3.03744	11.6202	8.58875	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	137		01	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-137/func/sub-137_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-137/func/sub-137_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-137/func/sub-137_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.92252	5.8976	5.83308	5.88428	0.608006	3.08526	13.6784	8.8889	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	137		02	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-137/func/sub-137_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-137/func/sub-137_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-137/func/sub-137_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.9119	5.88692	5.80922	5.86918	0.605293	3.06747	13.5617	8.85026	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	138		01	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-138/func/sub-138_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-138/func/sub-138_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-138/func/sub-138_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.81476	5.82369	5.7387	5.79226	0.59503	2.99848	14.4696	8.84986	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	138		02	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-138/func/sub-138_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-138/func/sub-138_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-138/func/sub-138_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.82836	5.77749	5.64978	5.75138	0.557936	2.9289	13.527	8.82287	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	140		01	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-140/func/sub-140_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-140/func/sub-140_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-140/func/sub-140_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.72511	5.71305	5.76076	5.73293	0.636792	3.04419	13.5804	8.612	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	140		02	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-140/func/sub-140_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-140/func/sub-140_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-140/func/sub-140_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.86848	5.83677	5.84138	5.84886	0.656359	3.14187	13.5407	8.73421	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	141		01	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-141/func/sub-141_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-141/func/sub-141_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-141/func/sub-141_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.84239	5.82375	5.85991	5.842	0.60218	3.07831	13.0656	8.83638	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	141		02	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-141/func/sub-141_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-141/func/sub-141_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-141/func/sub-141_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.78624	5.75868	5.81715	5.78731	0.604696	3.06154	12.7428	8.74346	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	142		01	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-142/func/sub-142_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-142/func/sub-142_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-142/func/sub-142_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.7665	5.71491	5.67167	5.71756	0.612487	3.05731	12.329	8.63948	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	142		02	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-142/func/sub-142_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-142/func/sub-142_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-142/func/sub-142_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.62919	5.60638	5.48267	5.57237	0.634599	3.02143	12.438	8.45008	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
