dataset	subject	session	run	stage	input_bold	input_mask	voxel_size_x	voxel_size_y	voxel_size_z	n_volumes	tr_seconds	classic_fwhm_x	classic_fwhm_y	classic_fwhm_z	classic_fwhm_combined	acf_a	acf_b	acf_c	acf_effective_fwhm	afni_version
ds003745	141		02	pre_resample	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-141/func/sub-141_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-141/func/sub-141_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.973	2.973	3.22	202	2.02	3.2085	3.06474	3.48963	3.24956	0.894979	1.84069	13.2417	4.41373	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	142		01	post_resample_preblur	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-142/func/sub-142_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-142/func/sub-142_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	2.7	2.7	2.97	202	2.02	3.81083	3.6954	3.69635	3.7338	0.899774	2.11926	20.837	5.27166	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	142		01	pre_resample	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-142/func/sub-142_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-142/func/sub-142_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.973	2.973	3.22	202	2.02	3.58124	3.42264	3.45169	3.48451	0.892942	1.9647	16.4842	4.74681	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	142		02	post_resample_preblur	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-142/func/sub-142_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-142/func/sub-142_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	2.7	2.7	2.97	202	2.02	3.82069	3.73132	3.62595	3.72514	0.901242	2.12384	21.1462	5.28115	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	142		02	pre_resample	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-142/func/sub-142_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-142/func/sub-142_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.973	2.973	3.22	202	2.02	3.604	3.47566	3.39724	3.49126	0.890158	1.97199	15.4521	4.76783	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	143		01	post_resample_preblur	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-143/func/sub-143_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-143/func/sub-143_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	2.7	2.7	2.97	202	2.02	3.80183	3.59071	3.94353	3.77589	0.896505	2.12807	20.1627	5.30968	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	143		01	pre_resample	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-143/func/sub-143_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-143/func/sub-143_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.973	2.973	3.22	202	2.02	3.59165	3.31977	3.7207	3.54005	0.887321	1.98773	16.0325	4.82404	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	143		02	post_resample_preblur	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-143/func/sub-143_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-143/func/sub-143_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	2.7	2.7	2.97	202	2.02	3.79505	3.60189	3.9394	3.77624	0.898726	2.13225	20.2103	5.31328	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	143		02	pre_resample	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-143/func/sub-143_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-143/func/sub-143_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.973	2.973	3.22	202	2.02	3.586	3.33619	3.71387	3.54184	0.890017	1.99281	16.0936	4.827	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	144		01	post_resample_preblur	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-144/func/sub-144_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-144/func/sub-144_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	2.7	2.7	2.97	202	2.02	3.75263	3.48214	3.8077	3.67803	0.897536	2.06609	19.2316	5.10829	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	144		01	pre_resample	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-144/func/sub-144_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-144/func/sub-144_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.973	2.973	3.22	202	2.02	3.50978	3.16182	3.54576	3.40128	0.887148	1.89552	14.8759	4.58526	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	144		02	post_resample_preblur	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-144/func/sub-144_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-144/func/sub-144_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	2.7	2.7	2.97	202	2.02	3.73549	3.51232	3.81602	3.68568	0.903457	2.07651	19.2799	5.11513	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	144		02	pre_resample	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-144/func/sub-144_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-144/func/sub-144_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.973	2.973	3.22	202	2.02	3.4917	3.20223	3.55323	3.41223	0.893519	1.9108	14.9602	4.59916	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	145		01	post_resample_preblur	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-145/func/sub-145_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-145/func/sub-145_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	2.7	2.7	2.97	202	2.02	3.56504	3.6774	3.42708	3.55503	0.853305	1.92254	19.2792	4.8744	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	145		01	pre_resample	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-145/func/sub-145_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-145/func/sub-145_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.973	2.973	3.22	202	2.02	3.21033	3.33001	3.16611	3.23475	0.830092	1.67351	12.6548	4.27508	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	145		02	post_resample_preblur	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-145/func/sub-145_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-145/func/sub-145_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	2.7	2.7	2.97	202	2.02	3.75949	3.91079	3.3641	3.67074	0.851948	1.97384	21.5029	5.04766	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	145		02	pre_resample	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-145/func/sub-145_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-145/func/sub-145_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.973	2.973	3.22	202	2.02	3.38608	3.54395	3.06601	3.32598	0.816233	1.70198	11.8017	4.3687	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	147		01	post_resample_preblur	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-147/func/sub-147_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-147/func/sub-147_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	2.7	2.7	2.97	202	2.02	3.73857	3.7386	3.67587	3.71756	0.923916	2.11998	20.6232	5.16831	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	147		01	pre_resample	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-147/func/sub-147_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-147/func/sub-147_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.973	2.973	3.22	202	2.02	3.52909	3.51403	3.4335	3.49195	0.915846	1.98253	16.6256	4.70443	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	147		02	post_resample_preblur	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-147/func/sub-147_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-147/func/sub-147_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	2.7	2.7	2.97	202	2.02	3.75385	3.81471	3.75131	3.77318	0.91342	2.14525	21.1516	5.29451	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	147		02	pre_resample	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-147/func/sub-147_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-147/func/sub-147_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.973	2.973	3.22	202	2.02	3.5491	3.60651	3.53213	3.56244	0.90626	2.01577	17.1641	4.8301	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	149		01	post_resample_preblur	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-149/func/sub-149_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-149/func/sub-149_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	2.7	2.7	2.97	202	2.02	4.03342	3.82901	3.79741	3.88522	0.877624	2.18096	19.3967	5.51493	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	149		01	pre_resample	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-149/func/sub-149_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-149/func/sub-149_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.973	2.973	3.22	202	2.02	3.84851	3.59055	3.58727	3.67343	0.870926	2.04697	15.9801	5.04537	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	149		02	post_resample_preblur	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-149/func/sub-149_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-149/func/sub-149_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	2.7	2.7	2.97	202	2.02	3.97202	3.8722	3.86715	3.90349	0.871106	2.18141	20.1351	5.5256	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	149		02	pre_resample	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-149/func/sub-149_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-149/func/sub-149_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.973	2.973	3.22	202	2.02	3.79276	3.64623	3.66208	3.69978	0.872071	2.06133	18.5402	5.10346	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	150		01	post_resample_preblur	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-150/func/sub-150_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-150/func/sub-150_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	2.7	2.7	2.97	202	2.02	4.00952	3.74296	3.98199	3.90963	0.905764	2.21359	21.2222	5.51321	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	150		01	pre_resample	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-150/func/sub-150_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-150/func/sub-150_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.973	2.973	3.22	202	2.02	3.81673	3.48173	3.75205	3.6806	0.900553	2.08036	17.819	5.02917	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	150		02	post_resample_preblur	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-150/func/sub-150_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-150/func/sub-150_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	2.7	2.7	2.97	202	2.02	3.99203	3.72666	3.88287	3.86564	0.904582	2.18059	20.1906	5.43954	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	150		02	pre_resample	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-150/func/sub-150_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-150/func/sub-150_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.973	2.973	3.22	202	2.02	3.7929	3.45874	3.6473	3.63039	0.900769	2.04112	17.5711	4.92126	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	151		01	post_resample_preblur	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-151/func/sub-151_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-151/func/sub-151_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	2.7	2.7	2.97	202	2.02	3.75869	3.49983	3.68976	3.64777	0.907035	2.08514	19.5228	5.12767	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	151		01	pre_resample	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-151/func/sub-151_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-151/func/sub-151_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.973	2.973	3.22	202	2.02	3.54153	3.24293	3.47266	3.41663	0.900786	1.93906	15.5043	4.64542	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	151		02	post_resample_preblur	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-151/func/sub-151_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-151/func/sub-151_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	2.7	2.7	2.97	202	2.02	3.73944	3.49755	3.63799	3.62363	0.913786	2.08178	19.4507	5.08869	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	151		02	pre_resample	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-151/func/sub-151_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-151/func/sub-151_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.973	2.973	3.22	202	2.02	3.52984	3.25091	3.41717	3.39737	0.907822	1.93776	15.5123	4.616	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	152		01	post_resample_preblur	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-152/func/sub-152_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-152/func/sub-152_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	2.7	2.7	2.97	202	2.02	3.70342	3.69493	3.46069	3.6179	0.915289	2.07411	20.1902	5.06275	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	152		01	pre_resample	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-152/func/sub-152_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-152/func/sub-152_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.973	2.973	3.22	202	2.02	3.49194	3.47192	3.26245	3.40717	0.907376	1.93632	16.2781	4.6191	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	152		02	post_resample_preblur	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-152/func/sub-152_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-152/func/sub-152_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	2.7	2.7	2.97	202	2.02	3.73725	3.75434	3.4909	3.65882	0.905579	2.07421	20.5992	5.10629	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	152		02	pre_resample	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-152/func/sub-152_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-152/func/sub-152_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.973	2.973	3.22	202	2.02	3.51129	3.52469	3.27501	3.43505	0.897597	1.92692	16.5211	4.63478	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	153		01	post_resample_preblur	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-153/func/sub-153_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-153/func/sub-153_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	2.7	2.7	2.97	202	2.02	3.40801	3.36045	3.81409	3.52178	0.895479	1.99648	16.8541	4.89357	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	153		01	pre_resample	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-153/func/sub-153_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-153/func/sub-153_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.973	2.973	3.22	202	2.02	3.0806	3.001	3.54099	3.19896	0.881973	1.79079	12.3738	4.33748	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	153		02	post_resample_preblur	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-153/func/sub-153_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-153/func/sub-153_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	2.7	2.7	2.97	202	2.02	3.42805	3.33956	3.7135	3.49012	0.897178	1.97343	16.841	4.82013	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	153		02	pre_resample	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-153/func/sub-153_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-153/func/sub-153_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.973	2.973	3.22	202	2.02	3.09634	2.96791	3.42661	3.15783	0.883942	1.75785	12.31	4.25881	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	154		01	post_resample_preblur	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-154/func/sub-154_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-154/func/sub-154_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	2.7	2.7	2.97	202	2.02	3.94749	3.80732	4.07772	3.94263	0.904194	2.24979	22.4393	5.54564	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	154		01	pre_resample	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-154/func/sub-154_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-154/func/sub-154_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.973	2.973	3.22	202	2.02	3.76403	3.57516	3.90885	3.74685	0.898805	2.14463	18.1142	5.21655	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	154		02	post_resample_preblur	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-154/func/sub-154_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-154/func/sub-154_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	2.7	2.7	2.97	202	2.02	4.02587	3.84418	4.04737	3.97142	0.896023	2.24849	21.9793	5.54129	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	154		02	pre_resample	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-154/func/sub-154_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/fmriprep/sub-154/func/sub-154_task-sharedreward_run-02_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.973	2.973	3.22	202	2.02	3.84183	3.60662	3.86999	3.77094	0.893008	2.14041	18.568	5.23273	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
ds003745	155		01	post_resample_preblur	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-155/func/sub-155_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_bold.nii.gz	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/sub-155/func/sub-155_task-sharedreward_run-01_space-MNI152NLin6Asym_desc-rf1Grid_mask.nii.gz	2.7	2.7	2.97	202	2.02	3.61745	3.58048	3.79044	3.66166	0.932581	2.1154	19.1244	5.112	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
