dataset	subject	ratings_file	source_resolution	candidate_count	candidate_files	ratings_file_sha256	n_source_rows	n_rating_blocks	selected_rating_block	n_selected_rows	partner_1_trait_0_n	partner_1_trait_0_mean	partner_1_trait_1_n	partner_1_trait_1_mean	partner_2_trait_0_n	partner_2_trait_0_mean	partner_2_trait_1_n	partner_2_trait_1_mean	partner_3_trait_0_n	partner_3_trait_0_mean	partner_3_trait_1_n	partner_3_trait_1_mean	win_sum	loss_sum	identical_ratings	exclude_subject	exclusion_reason	review_flags
rf1	10596	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10596/sub10596_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10596/sub10596_SR-Ratings-1.csv	e43be7e74982a8a50537f7d3d3a96d5fb0cc775cb6c97efe3e4c7525fa932697	6	1	1	6	1	0.0	1	0.0	1	2.0	1	-2.0	1	5.0	1	-4.0	7.0	-6.0	false	false		
rf1	10603	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10603/sub10603_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10603/sub10603_SR-Ratings-1.csv	059749cb16ed114597e30ad89acbe93003ae0184e1671402b42c0bfdcff1ae42	6	1	1	6	1	0.0	1	0.0	1	5.0	1	-3.0	1	5.0	1	-3.0	10.0	-6.0	false	false		
rf1	10606		missing	0			0	0		0																true	missing_ratings_file	
rf1	10608	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10608/sub10608_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10608/sub10608_SR-Ratings-1.csv	cd0bad85b289f9537bf21d729252ebfee9332ad7530a78c83fa01aaf33267648	6	1	1	6	1	4.0	1	0.0	1	2.0	1	0.0	1	5.0	1	-5.0	11.0	-5.0	false	false		
rf1	10617	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10617/sub10617_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10617/sub10617_SR-Ratings-1.csv	41c0478c0561c09263a25d9ae771546afdd33f69b6e3f3d3f67acb4b940f845a	6	1	1	6	1	0.0	1	0.0	1	5.0	1	-5.0	1	5.0	1	-5.0	10.0	-10.0	false	false		
rf1	10636	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10636/sub10636_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10636/sub10636_SR-Ratings-1.csv	3254280da57ed96b13e1a674a62d5917d39a1bdc7f46514a8386d8f7ad389d91	6	1	1	6	1	0.0	1	0.0	1	3.0	1	-1.0	1	5.0	1	-5.0	8.0	-6.0	false	false		
rf1	10638	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10638/sub10638_SR-Ratings-2.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10638/sub10638_SR-Ratings-2.csv	5429cba42c9afb44fb94355f3dd7d1d3334c3fc6c47c3ed1644b380ff310a453	6	1	1	6	1	3.0	1	-3.0	1	5.0	1	-3.0	1	5.0	1	-5.0	13.0	-11.0	false	false		
rf1	10640	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10640/sub10640_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10640/sub10640_SR-Ratings-1.csv	6894150dca87e80c4239d2fd29060a016e100cc728e3ae2ba657ffbc67513537	6	1	1	6	1	0.0	1	-5.0	1	0.0	1	-5.0	1	5.0	1	-5.0	5.0	-15.0	false	false		
rf1	10641	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10641/sub10641_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10641/sub10641_SR-Ratings-1.csv	2338be610473d437342465da42c89a0bd8e5b40bdc9fce28eb2912ff8aa6bb31	6	1	1	6	1	4.0	1	-3.0	1	1.0	1	-5.0	1	5.0	1	-2.0	10.0	-10.0	false	false		
rf1	10642	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10642/sub10642_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10642/sub10642_SR-Ratings-1.csv	6d876a5c6b543ed35855e79b6691d5ce41178ce4b823d7f1fd0291c7402b0be3	6	1	1	6	1	-1.0	1	0.0	1	2.0	1	0.0	1	5.0	1	-5.0	6.0	-5.0	false	false		
rf1	10644	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10644/sub10644_SR-Ratings-2.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10644/sub10644_SR-Ratings-2.csv	778fdfef0165f4a7ec12001f2510bedd5980c4e14abc88fcbe4df7b41df8fbfa	6	1	1	6	1	0.0	1	0.0	1	0.0	1	0.0	1	5.0	1	-5.0	5.0	-5.0	false	false		
rf1	10647	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10647/sub10647_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10647/sub10647_SR-Ratings-1.csv	b0a55a801d67b8997345cadcb1bdf9a0357a4f20ed75532f032117e15c0e50a5	6	1	1	6	1	-2.0	1	0.0	1	0.0	1	-1.0	1	-2.0	1	-4.0	-4.0	-5.0	false	false		
rf1	10649	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10649/sub10649_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10649/sub10649_SR-Ratings-1.csv	65aabfe2ca42a5fe6e979aebc8e43bf17c86122ec08f9c5ea7bb08ceb50193c3	6	1	1	6	1	5.0	1	-4.0	1	5.0	1	-4.0	1	5.0	1	-4.0	15.0	-12.0	false	false		
rf1	10652	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10652/sub10652_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10652/sub10652_SR-Ratings-1.csv	99e001a159f8da4c9555bd7b20d3222a97310d2f9d48cebc538352204990535b	6	1	1	6	1	0.0	1	-2.0	1	0.0	1	0.0	1	5.0	1	0.0	5.0	-2.0	false	false		
rf1	10656	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10656/sub10656_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10656/sub10656_SR-Ratings-1.csv	b1982d9df7c66759fbe61a12f1b43298fb769054b83a37596b5a61195ffb360c	6	1	1	6	1	4.0	1	0.0	1	1.0	1	0.0	1	2.0	1	-1.0	7.0	-1.0	false	false		
rf1	10657	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10657/sub10657_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10657/sub10657_SR-Ratings-1.csv	832f4d7f1dc5bb7a466c6e46e69b859d88fb5edd0cb41c727b692d07aa66ea50	6	1	1	6	1	0.0	1	0.0	1	5.0	1	-3.0	1	5.0	1	-5.0	10.0	-8.0	false	false		
rf1	10661	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10661/sub10661_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10661/sub10661_SR-Ratings-1.csv	c0882c4fda555ec9b59562e6c5ffbd91a5a43e3d8b70cc10c5ed6276f1ea26f0	6	1	1	6	1	5.0	1	-5.0	1	5.0	1	-5.0	1	5.0	1	-5.0	15.0	-15.0	false	false		
rf1	10663	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10663/sub10663_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10663/sub10663_SR-Ratings-1.csv	fc127b895372335a392250d4281a752b4e69f831e5afde975222030a2f070099	6	1	1	6	1	2.0	1	-3.0	1	3.0	1	-3.0	1	4.0	1	-5.0	9.0	-11.0	false	false		
rf1	10668	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10668/sub10668_SR-Ratings-2.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10668/sub10668_SR-Ratings-2.csv	c0882c4fda555ec9b59562e6c5ffbd91a5a43e3d8b70cc10c5ed6276f1ea26f0	6	1	1	6	1	5.0	1	-5.0	1	5.0	1	-5.0	1	5.0	1	-5.0	15.0	-15.0	false	false		
rf1	10673	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10673/sub10673_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10673/sub10673_SR-Ratings-1.csv	31926d996822f8117cd5fdc5e43d27bff88ac0225dc6184e6c840b2a271b3d80	6	1	1	6	1	0.0	1	0.0	1	1.0	1	-1.0	1	3.0	1	-5.0	4.0	-6.0	false	false		
rf1	10674	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10674/sub10674_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10674/sub10674_SR-Ratings-1.csv	6b3acfb745ae6aa0fa64761eea87ac5d7e0145b1c724f57d2f432880f798e482	6	1	1	6	1	4.0	1	-1.0	1	4.0	1	-1.0	1	5.0	1	-1.0	13.0	-3.0	false	false		
rf1	10677	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10677/sub10677_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10677/sub10677_SR-Ratings-1.csv	6b8274e5e32ca18a3cf9595c56ea1e4e91cde07338dad039d72d73f6ea9ef0be	6	1	1	6	1	0.0	1	0.0	1	0.0	1	0.0	1	1.0	1	-1.0	1.0	-1.0	false	false		
rf1	10685	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10685/sub10685_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10685/sub10685_SR-Ratings-1.csv	878aee25b72a3bcc3066518ffb19c2c01c070b74fab27dc964755754c05e1e72	6	1	1	6	1	0.0	1	0.0	1	0.0	1	0.0	1	5.0	1	0.0	5.0	0.0	false	false		
rf1	10690	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10690/sub10690_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10690/sub10690_SR-Ratings-1.csv	feef88acaaa497e18bca22379cb1022f9ec052caf973d8ab6d99259d5818ff08	6	1	1	6	1	5.0	1	-1.0	1	5.0	1	-1.0	1	5.0	1	-1.0	15.0	-3.0	false	false		
rf1	10691	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10691/sub10691_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10691/sub10691_SR-Ratings-1.csv	096e06a9a4065e67a1d098240d7945490cfcd14aa4b717b3020a94f885875d16	6	1	1	6	1	4.0	1	-4.0	1	3.0	1	-2.0	1	5.0	1	-2.0	12.0	-8.0	false	false		
rf1	10700		missing	0			0	0		0																true	missing_ratings_file	
rf1	10701	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10701/sub10701_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10701/sub10701_SR-Ratings-1.csv	a569105a18c006ab0e4e905429bd156fc336bc7a2259b6a50c0b05059d27618b	6	1	1	6	1	3.0	1	-1.0	1	4.0	1	-4.0	1	5.0	1	-5.0	12.0	-10.0	false	false		
rf1	10713	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10713/sub10713_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10713/sub10713_SR-Ratings-1.csv	d900b590cb2690f03dc86b444a4ce1d7201fdc17c3c435bd53fcf770a893fca0	6	1	1	6	1	5.0	1	-5.0	1	0.0	1	0.0	1	0.0	1	-5.0	5.0	-10.0	false	false		
rf1	10716	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10716/sub10716_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10716/sub10716_SR-Ratings-1.csv	778fdfef0165f4a7ec12001f2510bedd5980c4e14abc88fcbe4df7b41df8fbfa	6	1	1	6	1	0.0	1	0.0	1	0.0	1	0.0	1	5.0	1	-5.0	5.0	-5.0	false	false		
rf1	10718	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10718/sub10718_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10718/sub10718_SR-Ratings-1.csv	c27940fdd4f4300e7bb7d110e0000ba8482c147532959fcd225342191c789cc7	6	1	1	6	1	0.0	1	-1.0	1	0.0	1	3.0	1	3.0	1	0.0	3.0	2.0	false	false		
rf1	10720	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10720/sub10720_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10720/sub10720_SR-Ratings-1.csv	23889858c1acd2a2a52e06c11b9cc0ae53c53f1351c5803362ad7f1c133189bb	6	1	1	6	1	0.0	1	-1.0	1	0.0	1	0.0	1	4.0	1	-5.0	4.0	-6.0	false	false		
rf1	10723	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10723/sub10723_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10723/sub10723_SR-Ratings-1.csv	f33b20ff189fc9d32e0d492cd9ed5ce281484bc53e6f0c75c4c0eb622267cbcd	6	1	1	6	1	4.0	1	-2.0	1	4.0	1	-2.0	1	3.0	1	-1.0	11.0	-5.0	false	false		
rf1	10741	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10741/sub10741_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10741/sub10741_SR-Ratings-1.csv	2dc8248d226b8702640b40f680cdba2db911493a27a4a7aec94fe8cf98e39f84	6	1	1	6	1	3.0	1	-1.0	1	3.0	1	-1.0	1	5.0	1	-1.0	11.0	-3.0	false	false		
rf1	10748	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10748/sub10748_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10748/sub10748_SR-Ratings-1.csv	8413f0d4027cc3cfa638204eaf37cf350c3662a9e21073472c61eafdb07ae539	6	1	1	6	1	5.0	1	-2.0	1	5.0	1	-2.0	1	5.0	1	-2.0	15.0	-6.0	false	false		
rf1	10767	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10767/sub10767_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10767/sub10767_SR-Ratings-1.csv	226af4d4efe7594a60ad74ede0aeca1032b8050cb8105c08e1ff62ded77fbe14	6	1	1	6	1	-2.0	1	-2.0	1	2.0	1	-2.0	1	3.0	1	-2.0	3.0	-6.0	false	false		
rf1	10770	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10770/sub10770_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10770/sub10770_SR-Ratings-1.csv	778fdfef0165f4a7ec12001f2510bedd5980c4e14abc88fcbe4df7b41df8fbfa	6	1	1	6	1	0.0	1	0.0	1	0.0	1	0.0	1	5.0	1	-5.0	5.0	-5.0	false	false		
rf1	10777	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10777/sub10777_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10777/sub10777_SR-Ratings-1.csv	8909ffa4e8c68a1f2d501ac1f6941f6d784bff09ee5dd6f846e81115938eeaea	6	1	1	6	1	3.0	1	-3.0	1	3.0	1	-2.0	1	5.0	1	-1.0	11.0	-6.0	false	false		
rf1	10781	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10781/sub10781_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10781/sub10781_SR-Ratings-1.csv	0a978edd91945c4e65712a56f1162e1a4bb1df688559eaf85e897b8620b4a614	6	1	1	6	1	0.0	1	0.0	1	3.0	1	0.0	1	5.0	1	0.0	8.0	0.0	false	false		
rf1	10783	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10783/sub10783_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10783/sub10783_SR-Ratings-1.csv	ea538ee0597005afec8fb80d73b8f5505c160261d4fa5de532b4b941885a3b5f	6	1	1	6	1	5.0	1	-2.0	1	5.0	1	-1.0	1	5.0	1	-3.0	15.0	-6.0	false	false		
rf1	10785	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10785/sub10785_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10785/sub10785_SR-Ratings-1.csv	474e3eb9068012142a661e089dc50473c9e5dec4b0215268d323955a7bccf87b	6	1	1	6	1	3.0	1	-2.0	1	3.0	1	-2.0	1	5.0	1	-3.0	11.0	-7.0	false	false		
rf1	10794	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10794/sub10794_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10794/sub10794_SR-Ratings-1.csv	782d65795449b3440fc413becaadcff75e5549ee5871561ccfe8d100fd3abd58	6	1	1	6	1	0.0	1	0.0	1	0.0	1	0.0	1	3.0	1	-2.0	3.0	-2.0	false	false		
rf1	10800	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10800/sub10800_SR-Ratings-2.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10800/sub10800_SR-Ratings-2.csv	f86d2e5e9512c1c27b58c32fffddab94a132772d854921b3867d9d16878f0330	6	1	1	6	1	2.0	1	-3.0	1	4.0	1	-2.0	1	3.0	1	-5.0	9.0	-10.0	false	false		
rf1	10801	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10801/sub10801_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10801/sub10801_SR-Ratings-1.csv	69d96aa4711f79defb687569697261eb27693c934252bb618e9d166fd5fd8e74	6	1	1	6	1	4.0	1	-1.0	1	4.0	1	-3.0	1	4.0	1	-5.0	12.0	-9.0	false	false		
rf1	10802	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10802/sub10802_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10802/sub10802_SR-Ratings-1.csv	b58ba9197a11de7dcb7d6f220b3879f2f815d8c0cae122c2ee7cd607888035fa	6	1	1	6	1	3.0	1	-2.0	1	5.0	1	-2.0	1	5.0	1	-5.0	13.0	-9.0	false	false		
rf1	10803		missing	0			0	0		0																true	missing_ratings_file	
rf1	10804	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10804/sub10804_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10804/sub10804_SR-Ratings-1.csv	4fab1a6e00d796c5bda86b54c11076d7022c826313d0d203ecd25916b310bb73	6	1	1	6	1	1.0	1	-4.0	1	1.0	1	-2.0	1	-1.0	1	0.0	1.0	-6.0	false	false		
rf1	10806	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10806/sub10806_SR-Ratings-.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10806/sub10806_SR-Ratings-.csv	5403c4bacf94791143d484882bc1e0262a758e97fc1b9623b8aac4e8fed99218	6	1	1	6	1	-5.0	1	-3.0	1	0.0	1	0.0	1	0.0	1	-3.0	-5.0	-6.0	false	false		
rf1	10807	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10807/sub10807_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10807/sub10807_SR-Ratings-1.csv	c0882c4fda555ec9b59562e6c5ffbd91a5a43e3d8b70cc10c5ed6276f1ea26f0	6	1	1	6	1	5.0	1	-5.0	1	5.0	1	-5.0	1	5.0	1	-5.0	15.0	-15.0	false	false		
rf1	10809	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10809/sub10809_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10809/sub10809_SR-Ratings-1.csv	2a726911f7baa22d029a15bfc88df23d342c574faf4c14c84d5ffcc8a38a93a6	6	1	1	6	1	2.0	1	0.0	1	3.0	1	-1.0	1	5.0	1	-1.0	10.0	-2.0	false	false		
rf1	10810		missing	0			0	0		0																true	missing_ratings_file	
rf1	10812	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10812/sub10812_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10812/sub10812_SR-Ratings-1.csv	c0882c4fda555ec9b59562e6c5ffbd91a5a43e3d8b70cc10c5ed6276f1ea26f0	6	1	1	6	1	5.0	1	-5.0	1	5.0	1	-5.0	1	5.0	1	-5.0	15.0	-15.0	false	false		
rf1	10817		missing	0			0	0		0																true	missing_ratings_file	
rf1	10827		missing	0			0	0		0																true	missing_ratings_file	
rf1	10831	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10831/sub10831_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10831/sub10831_SR-Ratings-1.csv	d5dc4903f57e2d84cf02c62c55eb861515cf30be3b20b8cbdef272c425413085	6	1	1	6	1	0.0	1	0.0	1	0.0	1	-2.0	1	5.0	1	-5.0	5.0	-7.0	false	false		
rf1	10834		missing	0			0	0		0																true	missing_ratings_file	
rf1	10838		missing	0			0	0		0																true	missing_ratings_file	
rf1	10843	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10843/sub10843_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10843/sub10843_SR-Ratings-1.csv	ea555b29382442bf9374fd6a50527f6e749c0af0a372a8b9d954e5c65da1d5f9	6	1	1	6	1	3.0	1	2.0	1	5.0	1	1.0	1	5.0	1	1.0	13.0	4.0	false	false		
rf1	10850	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10850/sub10850_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10850/sub10850_SR-Ratings-1.csv	bff6f1015ca62d6d66338ec27f058948b5b1113686e44b9a6d21c74204ca8b13	6	1	1	6	1	2.0	1	0.0	1	4.0	1	-2.0	1	5.0	1	-5.0	11.0	-7.0	false	false		
rf1	10854	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10854/sub10854_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10854/sub10854_SR-Ratings-1.csv	c0882c4fda555ec9b59562e6c5ffbd91a5a43e3d8b70cc10c5ed6276f1ea26f0	6	1	1	6	1	5.0	1	-5.0	1	5.0	1	-5.0	1	5.0	1	-5.0	15.0	-15.0	false	false		
rf1	10857	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10857/sub10857_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10857/sub10857_SR-Ratings-1.csv	233a5c827bc17a66e8d91878ee5960869a2c768796aa61b0f6ac11a20ec3b3dd	6	1	1	6	1	2.0	1	-2.0	1	2.0	1	-3.0	1	5.0	1	-5.0	9.0	-10.0	false	false		
rf1	10858	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10858/sub10858_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10858/sub10858_SR-Ratings-1.csv	d538c545469b5508f17e67eaa3d8a9129ad65aa575f9a4abcc4bc640dec88e8a	6	1	1	6	1	0.0	1	0.0	1	0.0	1	-1.0	1	5.0	1	-3.0	5.0	-4.0	false	false		
rf1	10860	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10860/sub10860_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10860/sub10860_SR-Ratings-1.csv	d0acb18d4da3b0621b6bc76d585577df5dcc87f71fb629a063918625ac7dcc46	6	1	1	6	1	0.0	1	0.0	1	0.0	1	0.0	1	0.0	1	0.0	0.0	0.0	true	true	identical_ratings	
rf1	10862	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10862/sub10862_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/10862/sub10862_SR-Ratings-1.csv	6674a258ebc27d8e417370a96eee33a68c0bb8be28af5571c1f993f990c93314	6	1	1	6	1	3.0	1	-3.0	1	5.0	1	-2.0	1	5.0	1	-5.0	13.0	-10.0	false	false		
