trial,partner,trait,ran,order,response,sub,age
6,1,1,1,5,-1,147,65
1,3,0,1,0,4,11171,25
2,2,0,1,1,-1,11171,25
3,1,0,1,2,0,11171,25
4,3,1,1,3,-2,11171,25
5,2,1,1,4,0,11171,25
6,1,1,1,5,0,11171,25
1,3,0,1,0,4,10663,22
2,2,0,1,1,3,10663,22
3,1,0,1,2,2,10663,22
4,3,1,1,3,-5,10663,22
5,2,1,1,4,-3,10663,22
6,1,1,1,5,-3,10663,22
1,3,0,1,0,4,10966,34
2,2,0,1,1,2,10966,34
3,1,0,1,2,0,10966,34
4,3,1,1,3,-4,10966,34
5,2,1,1,4,0,10966,34
6,1,1,1,5,0,10966,34
1,3,0,1,0,5,10541,69
2,2,0,1,1,4,10541,69
3,1,0,1,2,5,10541,69
4,3,1,1,3,-2,10541,69
5,2,1,1,4,0,10541,69
6,1,1,1,5,0,10541,69
1,3,0,1,0,5,10642,32
2,2,0,1,1,2,10642,32
3,1,0,1,2,-1,10642,32
4,3,1,1,3,-5,10642,32
5,2,1,1,4,0,10642,32
6,1,1,1,5,0,10642,32
1,3,0,1,0,5,111,80
2,2,0,1,1,5,111,80
3,1,0,1,2,5,111,80
4,3,1,1,3,5,111,80
5,2,1,1,4,5,111,80
6,1,1,1,5,0,111,80
1,3,0,1,0,0,10954,46
2,2,0,1,1,5,10954,46
3,1,0,1,2,4,10954,46
4,3,1,1,3,4,10954,46
5,2,1,1,4,-1,10954,46
6,1,1,1,5,0,10954,46
1,3,0,1,0,5,11311,21
2,2,0,1,1,0,11311,21
3,1,0,1,2,-3,11311,21
4,3,1,1,3,0,11311,21
5,2,1,1,4,0,11311,21
6,1,1,1,5,-2,11311,21
1,3,0,1,0,5,10929,42
2,2,0,1,1,5,10929,42
3,1,0,1,2,5,10929,42
4,3,1,1,3,-5,10929,42
5,2,1,1,4,-3,10929,42
6,1,1,1,5,0,10929,42
1,3,0,1,0,5,129,68
2,2,0,1,1,5,129,68
3,1,0,1,2,0,129,68
4,3,1,1,3,0,129,68
5,2,1,1,4,0,129,68
6,1,1,1,5,0,129,68
1,3,0,1,0,4,11168,27
2,2,0,1,1,2,11168,27
3,1,0,1,2,1,11168,27
4,3,1,1,3,-2,11168,27
5,2,1,1,4,-2,11168,27
6,1,1,1,5,-2,11168,27
1,3,0,1,0,5,11012,58
2,2,0,1,1,5,11012,58
3,1,0,1,2,5,11012,58
4,3,1,1,3,-5,11012,58
5,2,1,1,4,-2,11012,58
6,1,1,1,5,-5,11012,58
1,3,0,1,0,5,11065,21
2,2,0,1,1,0,11065,21
3,1,0,1,2,2,11065,21
4,3,1,1,3,-3,11065,21
5,2,1,1,4,0,11065,21
6,1,1,1,5,-5,11065,21
1,3,0,1,0,5,154,67
2,2,0,1,1,4,154,67
3,1,0,1,2,0,154,67
4,3,1,1,3,0,154,67
5,2,1,1,4,0,154,67
6,1,1,1,5,0,154,67
1,3,0,1,0,5,10777,38
2,2,0,1,1,3,10777,38
3,1,0,1,2,3,10777,38
4,3,1,1,3,-1,10777,38
5,2,1,1,4,-2,10777,38
6,1,1,1,5,-3,10777,38
1,3,0,1,0,5,10857,22
2,2,0,1,1,2,10857,22
3,1,0,1,2,2,10857,22
4,3,1,1,3,-5,10857,22
5,2,1,1,4,-3,10857,22
6,1,1,1,5,-2,10857,22
1,3,0,1,0,2,10950,24
2,2,0,1,1,0,10950,24
3,1,0,1,2,0,10950,24
4,3,1,1,3,-3,10950,24
5,2,1,1,4,0,10950,24
6,1,1,1,5,0,10950,24
1,3,0,1,0,5,10690,56
2,2,0,1,1,5,10690,56
3,1,0,1,2,5,10690,56
4,3,1,1,3,-1,10690,56
5,2,1,1,4,-1,10690,56
6,1,1,1,5,-1,10690,56
1,3,0,1,0,2,150,23
2,2,0,1,1,0,150,23
3,1,0,1,2,0,150,23
4,3,1,1,3,-2,150,23
5,2,1,1,4,0,150,23
6,1,1,1,5,0,150,23
1,3,0,1,0,3,127,76
2,2,0,1,1,3,127,76
3,1,0,1,2,0,127,76
4,3,1,1,3,3,127,76
5,2,1,1,4,4,127,76
6,1,1,1,5,5,127,76
1,3,0,1,0,5,11016,22
2,2,0,1,1,4,11016,22
3,1,0,1,2,1,11016,22
4,3,1,1,3,-3,11016,22
5,2,1,1,4,-2,11016,22
6,1,1,1,5,-1,11016,22
1,3,0,1,0,5,10603,69
2,2,0,1,1,5,10603,69
3,1,0,1,2,0,10603,69
4,3,1,1,3,-3,10603,69
5,2,1,1,4,-3,10603,69
6,1,1,1,5,0,10603,69
1,3,0,1,0,5,10674,33
2,2,0,1,1,4,10674,33
3,1,0,1,2,4,10674,33
4,3,1,1,3,-1,10674,33
5,2,1,1,4,-1,10674,33
6,1,1,1,5,-1,10674,33
1,3,0,1,0,0,11085,77
2,2,0,1,1,0,11085,77
3,1,0,1,2,0,11085,77
4,3,1,1,3,0,11085,77
5,2,1,1,4,0,11085,77
6,1,1,1,5,0,11085,77
1,3,0,1,0,5,10812,62
2,2,0,1,1,5,10812,62
3,1,0,1,2,5,10812,62
4,3,1,1,3,-5,10812,62
5,2,1,1,4,-5,10812,62
6,1,1,1,5,-5,10812,62
1,3,0,1,0,5,10881,62
2,2,0,1,1,5,10881,62
3,1,0,1,2,5,10881,62
4,3,1,1,3,0,10881,62
5,2,1,1,4,0,10881,62
6,1,1,1,5,0,10881,62
1,3,0,1,0,5,11053,30
2,2,0,1,1,3,11053,30
3,1,0,1,2,0,11053,30
4,3,1,1,3,-5,11053,30
5,2,1,1,4,-2,11053,30
6,1,1,1,5,-1,11053,30
1,3,0,1,0,5,10741,37
2,2,0,1,1,3,10741,37
3,1,0,1,2,3,10741,37
4,3,1,1,3,-1,10741,37
5,2,1,1,4,-1,10741,37
6,1,1,1,5,-1,10741,37
1,3,0,1,0,5,115,21
2,2,0,1,1,5,115,21
3,1,0,1,2,5,115,21
4,3,1,1,3,-5,115,21
5,2,1,1,4,-2,115,21
6,1,1,1,5,0,115,21
1,3,0,1,0,5,11201,67
2,2,0,1,1,5,11201,67
3,1,0,1,2,5,11201,67
4,3,1,1,3,-5,11201,67
5,2,1,1,4,-5,11201,67
6,1,1,1,5,-5,11201,67
1,3,0,1,0,0,149,66
2,2,0,1,1,1,149,66
3,1,0,1,2,0,149,66
4,3,1,1,3,0,149,66
5,2,1,1,4,0,149,66
6,1,1,1,5,0,149,66
1,3,0,1,0,4,11078,72
2,2,0,1,1,3,11078,72
3,1,0,1,2,0,11078,72
4,3,1,1,3,-3,11078,72
5,2,1,1,4,0,11078,72
6,1,1,1,5,0,11078,72
1,3,0,1,0,5,11005,36
2,2,0,1,1,5,11005,36
3,1,0,1,2,4,11005,36
4,3,1,1,3,-5,11005,36
5,2,1,1,4,-5,11005,36
6,1,1,1,5,-5,11005,36
1,3,0,1,0,5,11072,25
2,2,0,1,1,0,11072,25
3,1,0,1,2,0,11072,25
4,3,1,1,3,0,11072,25
5,2,1,1,4,0,11072,25
6,1,1,1,5,0,11072,25
1,3,0,1,0,5,10898,61
2,2,0,1,1,3,10898,61
3,1,0,1,2,0,10898,61
4,3,1,1,3,-5,10898,61
5,2,1,1,4,-2,10898,61
6,1,1,1,5,0,10898,61
1,3,0,1,0,4,10801,34
2,2,0,1,1,4,10801,34
3,1,0,1,2,4,10801,34
4,3,1,1,3,-5,10801,34
5,2,1,1,4,-3,10801,34
6,1,1,1,5,-1,10801,34
1,3,0,1,0,5,10652,70
2,2,0,1,1,0,10652,70
3,1,0,1,2,0,10652,70
4,3,1,1,3,0,10652,70
5,2,1,1,4,0,10652,70
6,1,1,1,5,-2,10652,70
1,3,0,1,0,2,11030,23
2,2,0,1,1,1,11030,23
3,1,0,1,2,2,11030,23
4,3,1,1,3,-3,11030,23
5,2,1,1,4,-2,11030,23
6,1,1,1,5,-1,11030,23
1,3,0,1,0,5,10998,21
2,2,0,1,1,0,10998,21
3,1,0,1,2,-2,10998,21
4,3,1,1,3,-3,10998,21
5,2,1,1,4,0,10998,21
6,1,1,1,5,-2,10998,21
1,3,0,1,0,0,10806,27
2,2,0,1,1,0,10806,27
3,1,0,1,2,-5,10806,27
4,3,1,1,3,-3,10806,27
5,2,1,1,4,0,10806,27
6,1,1,1,5,-3,10806,27
1,3,0,1,0,5,10617,73
2,2,0,1,1,5,10617,73
3,1,0,1,2,0,10617,73
4,3,1,1,3,-5,10617,73
5,2,1,1,4,-5,10617,73
6,1,1,1,5,0,10617,73
1,3,0,1,0,5,10783,51
2,2,0,1,1,5,10783,51
3,1,0,1,2,5,10783,51
4,3,1,1,3,-3,10783,51
5,2,1,1,4,-1,10783,51
6,1,1,1,5,-2,10783,51
1,3,0,1,0,3,10767,25
2,2,0,1,1,2,10767,25
3,1,0,1,2,-2,10767,25
4,3,1,1,3,-2,10767,25
5,2,1,1,4,-2,10767,25
6,1,1,1,5,-2,10767,25
1,3,0,1,0,3,144,72
2,2,0,1,1,1,144,72
3,1,0,1,2,3,144,72
4,3,1,1,3,0,144,72
5,2,1,1,4,-1,144,72
6,1,1,1,5,-2,144,72
1,3,0,1,0,5,11075,77
2,2,0,1,1,3,11075,77
3,1,0,1,2,2,11075,77
4,3,1,1,3,-4,11075,77
5,2,1,1,4,0,11075,77
6,1,1,1,5,-5,11075,77
1,3,0,1,0,5,10843,27
2,2,0,1,1,5,10843,27
3,1,0,1,2,3,10843,27
4,3,1,1,3,1,10843,27
5,2,1,1,4,1,10843,27
6,1,1,1,5,2,10843,27
1,3,0,1,0,5,112,23
2,2,0,1,1,5,112,23
3,1,0,1,2,5,112,23
4,3,1,1,3,-5,112,23
5,2,1,1,4,-5,112,23
6,1,1,1,5,-4,112,23
1,3,0,1,0,5,10636,27
2,2,0,1,1,3,10636,27
3,1,0,1,2,0,10636,27
4,3,1,1,3,-5,10636,27
5,2,1,1,4,-1,10636,27
6,1,1,1,5,0,10636,27
1,3,0,1,0,3,118,21
2,2,0,1,1,2,118,21
3,1,0,1,2,3,118,21
4,3,1,1,3,-2,118,21
5,2,1,1,4,-1,118,21
6,1,1,1,5,-3,118,21
1,3,0,1,0,5,10641,44
2,2,0,1,1,1,10641,44
3,1,0,1,2,4,10641,44
4,3,1,1,3,-2,10641,44
5,2,1,1,4,-5,10641,44
6,1,1,1,5,-3,10641,44
1,3,0,1,0,3,10918,24
2,2,0,1,1,0,10918,24
3,1,0,1,2,0,10918,24
4,3,1,1,3,-2,10918,24
5,2,1,1,4,0,10918,24
6,1,1,1,5,0,10918,24
1,3,0,1,0,5,10862,60
2,2,0,1,1,5,10862,60
3,1,0,1,2,3,10862,60
4,3,1,1,3,-5,10862,60
5,2,1,1,4,-2,10862,60
6,1,1,1,5,-3,10862,60
1,3,0,1,0,3,11227,30
2,2,0,1,1,2,11227,30
3,1,0,1,2,-2,11227,30
4,3,1,1,3,-2,11227,30
5,2,1,1,4,0,11227,30
6,1,1,1,5,0,11227,30
1,3,0,1,0,3,10886,55
2,2,0,1,1,0,10886,55
3,1,0,1,2,0,10886,55
4,3,1,1,3,-3,10886,55
5,2,1,1,4,0,10886,55
6,1,1,1,5,0,10886,55
1,3,0,1,0,4,120,18
2,2,0,1,1,3,120,18
3,1,0,1,2,1,120,18
4,3,1,1,3,-5,120,18
5,2,1,1,4,-3,120,18
6,1,1,1,5,-1,120,18
1,3,0,1,0,3,157,25
2,2,0,1,1,3,157,25
3,1,0,1,2,3,157,25
4,3,1,1,3,-4,157,25
5,2,1,1,4,-4,157,25
6,1,1,1,5,-2,157,25
1,3,0,1,0,1,10774,46
2,2,0,1,1,1,10774,46
3,1,0,1,2,0,10774,46
4,3,1,1,3,-1,10774,46
5,2,1,1,4,0,10774,46
6,1,1,1,5,0,10774,46
1,3,0,1,0,5,11066,22
2,2,0,1,1,2,11066,22
3,1,0,1,2,3,11066,22
4,3,1,1,3,-2,11066,22
5,2,1,1,4,-3,11066,22
6,1,1,1,5,-3,11066,22
1,3,0,1,0,3,10673,48
2,2,0,1,1,1,10673,48
3,1,0,1,2,0,10673,48
4,3,1,1,3,-5,10673,48
5,2,1,1,4,-1,10673,48
6,1,1,1,5,0,10673,48
1,3,0,1,0,4,11116,59
2,2,0,1,1,2,11116,59
3,1,0,1,2,5,11116,59
4,3,1,1,3,-3,11116,59
5,2,1,1,4,0,11116,59
6,1,1,1,5,0,11116,59
1,3,0,1,0,5,10850,32
2,2,0,1,1,4,10850,32
3,1,0,1,2,2,10850,32
4,3,1,1,3,-5,10850,32
5,2,1,1,4,-2,10850,32
6,1,1,1,5,0,10850,32
1,3,0,1,0,3,11286,23
2,2,0,1,1,3,11286,23
3,1,0,1,2,-1,11286,23
4,3,1,1,3,-3,11286,23
5,2,1,1,4,-1,11286,23
6,1,1,1,5,-1,11286,23
1,3,0,1,0,4,11312,22
2,2,0,1,1,2,11312,22
3,1,0,1,2,0,11312,22
4,3,1,1,3,-2,11312,22
5,2,1,1,4,-1,11312,22
6,1,1,1,5,-2,11312,22
